,Unnamed: 0,Title,Date,Category,Link
2797,2797,Owner Of Northeast Philadelphia Pharmacy Sentenced To 3 ½ Years For Conspiracy To Distribute Oxycodone And Fraud,2022-10-04,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/owner-of-northeast-philadelphia-pharmacy-sentenced-to-3-%C2%BD-years-for-conspiracy-to-distribute-oxycodone-and-fraud/
2798,2798,Former Certified Nurse Practitioner Pleads Guilty To Drug Diversion And Health Care Fraud,2022-10-04,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-certified-nurse-practitioner-pleads-guilty-to-drug-diversion-and-health-care-fraud/
2800,2800,"Florida Medical Practice Agrees To Pay $130,000 To Resolve Allegations That It Received Kickbacks From Pharmaceutical Distributor",2022-10-03,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/florida-medical-practice-agrees-to-pay-130000-to-resolve-allegations-that-it-received-kickbacks-from-pharmaceutical-distributor/
2803,2803,President Of Radiology Services Company Sentenced To 15 Years In Prison For $2 Million Healthcare Fraud Scheme And Identity Theft,2022-09-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/president-of-radiology-services-company-sentenced-to-15-years-in-prison-for-2-million-healthcare-fraud-scheme-and-identity-theft/
2804,2804,Home Health Care Company Owners Sentenced For $6.7 Million Health Care Fraud,2022-09-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/home-health-care-company-owners-sentenced-for-67-million-health-care-fraud/
2807,2807,Renton Doctor Pleads Guilty To Conspiring To Accept Kickbacks In Connection With Fraudulent Genetic Testing Scheme,2022-09-28,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/renton-doctor-pleads-guilty-to-conspiring-to-accept-kickbacks-in-connection-with-fraudulent-genetic-testing-scheme/
2812,2812,Massachusetts Company Enters Settlement Agreement To Resolve Claims Of Medicaid Over-Billing,2022-09-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/massachusetts-company-enters-settlement-agreement-to-resolve-claims-of-medicaid-over-billing/
2813,2813,St. Charles Woman Sentenced To Nearly 5 Years In Prison For $2.5 Million Missouri Medicaid Fraud,2022-09-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/st-charles-woman-sentenced-to-nearly-5-years-in-prison-for-25-million-missouri-medicaid-fraud/
2814,2814,Former CEO Of St. Gabriel Health Clinic Convicted Of $1.8 Million Medicaid Fraud Scheme,2022-09-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-ceo-of-st-gabriel-health-clinic-convicted-of-18-million-medicaid-fraud-scheme/
2815,2815,Florida Man Pleads Guilty To $8.3 Million Pharmacy Fraud Scheme,2022-09-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/florida-man-pleads-guilty-to-83-million-pharmacy-fraud-scheme/
2819,2819,Former CEO Of Health Clinic Convicted Of Medicaid Fraud,2022-09-26,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-ceo-of-health-clinic-convicted-of-medicaid-fraud/
2820,2820,Sleep And Respiratory Equipment Manufacturer To Pay $1.2 Million To Resolve Allegations Of Unlawful Kickbacks,2022-09-22,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/sleep-and-respiratory-equipment-manufacturer-to-pay-12-million-to-resolve-allegations-of-unlawful-kickbacks/
2821,2821,Former Executive Director Of Mississippi Department Of Human Services Pleads Guilty For Conspiring To Defraud The State Of Mississippi,2022-09-22,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-executive-director-of-mississippi-department-of-human-services-pleads-guilty-for-conspiring-to-defraud-the-state-of-mississippi/
2825,2825,Vice President Of Raleigh Healthcare Company Pleads Guilty To Making And Using Fake Physician Orders In Medicare Audit,2022-09-21,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/vice-president-of-raleigh-healthcare-company-pleads-guilty-to-making-and-using-fake-physician-orders-in-medicare-audit/
2826,2826,"Physician Pleads Guilty To Making False Statements For More Than 2,000 Medicare, Medicaid Patients",2022-09-21,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/physician-pleads-guilty-to-making-false-statements-for-more-than-2000-medicare-medicaid-patients/
2827,2827,Doctor And Office Manager Convicted For Health Care Kickback Conspiracy,2022-09-21,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-and-office-manager-convicted-for-health-care-kickback-conspiracy/
2831,2831,Podiatrist Convicted Of $1.8 Million Healthcare Fraud Scheme,2022-09-16,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/podiatrist-convicted-of-18-million-healthcare-fraud-scheme/
2832,2832,Citizen Of Jamaica Sentenced To Prison For Defrauding Medicaid,2022-09-15,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/citizen-of-jamaica-sentenced-to-prison-for-defrauding-medicaid/
2833,2833,"Florida Businessman Pleads Guilty In Three Cases Involving Conspiracies To Commit Health Care Fraud, Pay And Receive Unlawful Kickbacks, And Money Laundering",2022-09-15,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/florida-businessman-pleads-guilty-in-three-cases-involving-conspiracies-to-commit-health-care-fraud-pay-and-receive-unlawful-kickbacks-and-money-laundering/
2834,2834,Former Elected County Coroner Convicted For Illegal Distribution Of Controlled Substances,2022-09-15,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-elected-county-coroner-convicted-for-illegal-distribution-of-controlled-substances/
2835,2835,Pharmaceutical Company Akorn Agrees To Pay $7.9 Million For Allegedly Causing Medicare To Pay For Invalid Prescription Drugs,2022-09-15,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pharmaceutical-company-akorn-agrees-to-pay-79-million-for-allegedly-causing-medicare-to-pay-for-invalid-prescription-drugs/
2836,2836,Pharmaceutical Company Akorn Operating Company LLC Agrees To Pay $7.9 Million To Resolve Allegations Of Fraudulent Billing,2022-09-14,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pharmaceutical-company-akorn-operating-company-llc-agrees-to-pay-79-million-to-resolve-allegations-of-fraudulent-billing/
2837,2837,New York-Presbyterian/Queens Hospital Settles Allegations Of Federal Health Care Fraud For Over $2.5 Million,2022-09-14,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/new-york-presbyterianqueens-hospital-settles-allegations-of-federal-health-care-fraud-for-over-25-million/
2840,2840,Lowell Nurse Pleads Guilty In $100 Million Home Health Care Fraud And Kickback Scheme,2022-09-13,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/lowell-nurse-pleads-guilty-in-100-million-home-health-care-fraud-and-kickback-scheme/
2841,2841,San Jose Group Homes Owner Pleads Guilty To Fraud By Diverting Foster Care Funds To Personal Use,2022-09-13,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/san-jose-group-homes-owner-pleads-guilty-to-fraud-by-diverting-foster-care-funds-to-personal-use/
2843,2843,Ohio Doctor Pleads Guilty In St. Louis To Telemedicine Kickback Scheme,2022-09-12,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/ohio-doctor-pleads-guilty-in-st-louis-to-telemedicine-kickback-scheme/
2844,2844,Denton Physician Guilty Of Over-Prescribing Opioids,2022-09-12,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/denton-physician-guilty-of-over-prescribing-opioids/
2847,2847,"St. Charles Woman Sentenced For Prescription Drug, Health Care Fraud",2022-09-09,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/st-charles-woman-sentenced-for-prescription-drug-health-care-fraud/
2848,2848,St. Louis County Couple Sentenced For Defrauding Medicaid,2022-09-09,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/st-louis-county-couple-sentenced-for-defrauding-medicaid/
2849,2849,Miami Man Who Used Durable Medical Equipment Company As Front For Health Care Fraud Sentenced To Seven Years In Federal Prison,2022-09-09,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/miami-man-who-used-durable-medical-equipment-company-as-front-for-health-care-fraud-sentenced-to-seven-years-in-federal-prison/
2850,2850,Mother And Daughter Pharmacy Owners Charged With Health Care Fraud And Kickback Crimes,2022-09-09,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/mother-and-daughter-pharmacy-owners-charged-with-health-care-fraud-and-kickback-crimes/
2852,2852,Pill Mill Operator Convicted For Oxycodone Diversion,2022-09-08,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pill-mill-operator-convicted-for-oxycodone-diversion/
2857,2857,"Iowa Plastic Surgeon Agrees To Pay $800,000 To Resolve Allegations Of Inappropriate Billing And False Claims",2022-09-07,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/iowa-plastic-surgeon-agrees-to-pay-800000-to-resolve-allegations-of-inappropriate-billing-and-false-claims/
2858,2858,"Colorado Springs Company And Owner Pay $400,000 To Resolve Allegations That They Submitted False Claims For Aquatic Therapy",2022-09-06,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/colorado-springs-company-and-owner-pay-400000-to-resolve-allegations-that-they-submitted-false-claims-for-aquatic-therapy/
2859,2859,Fort Mitchell Chiropractic Clinic Agrees To Settle Allegations Of Improper Billing For Electro-Acupuncture Devices,2022-09-06,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/fort-mitchell-chiropractic-clinic-agrees-to-settle-allegations-of-improper-billing-for-electro-acupuncture-devices/
2860,2860,Local Physician Assistant Arrested For Unlawfully Practicing Medicine,2022-09-06,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/local-physician-assistant-arrested-for-unlawfully-practicing-medicine/
2861,2861,"United States Attorney Announces $907,074.64 Health Care Fraud Settlement",2022-09-06,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/united-states-attorney-announces-90707464-health-care-fraud-settlement/
2865,2865,"Medicaid Recipients Agree To Pay $130,000 To Resolve False Claims Act Allegations Of Health Care Benefit Fraud",2022-09-01,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/medicaid-recipients-agree-to-pay-130000-to-resolve-false-claims-act-allegations-of-health-care-benefit-fraud/
2866,2866,U.S. Attorney Settles Fraud Lawsuit Against Non-Profit For Inflating Medicaid Reimbursements By Falsely Reporting Millions In Costs,2022-09-01,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/us-attorney-settles-fraud-lawsuit-against-non-profit-for-inflating-medicaid-reimbursements-by-falsely-reporting-millions-in-costs/
2867,2867,Philips Subsidiary To Pay Over $24 Million For Alleged False Claims Caused By Respironics For Respiratory-Related Medical Equipment,2022-09-01,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/philips-subsidiary-to-pay-over-24-million-for-alleged-false-claims-caused-by-respironics-for-respiratory-related-medical-equipment/
2871,2871,Global Healthcare Company To Pay $6.3 Million To Resolve False Claims Act Allegations,2022-08-31,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/global-healthcare-company-to-pay-63-million-to-resolve-false-claims-act-allegations/
2872,2872,California Man Sentenced To Federal Prison For Role In Health Care Kickback Conspiracy,2022-08-31,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/california-man-sentenced-to-federal-prison-for-role-in-health-care-kickback-conspiracy/
2873,2873,13 Novus Healthcare Fraud Defendants Sentenced To Combined 84 Years In Prison,2022-08-31,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/13-novus-healthcare-fraud-defendants-sentenced-to-combined-84-years-in-prison/
2879,2879,"Vision Quest Industries to Pay $2,250,000 to Resolve False Claims Act Allegations",2022-08-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/vision-quest-industries-to-pay-2250000-to-resolve-false-claims-act-allegations/
2880,2880,Florida Lab Owner Charged in $53 Million Health Care Fraud and Kickback Scheme Related to Genetic Cancer Screening Tests,2022-08-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/florida-lab-owner-charged-in-53-million-health-care-fraud-and-kickback-scheme-related-to-genetic-cancer-screening-tests/
2881,2881,Medical Director Convicted in Health Care Fraud Scheme,2022-08-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/medical-director-convicted-in-health-care-fraud-scheme/
2882,2882,Boca Raton Chiropractor Sentenced To Four Years’ Imprisonment For $20 Million Health Care Fraud Scheme,2022-08-29,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/boca-raton-chiropractor-sentenced-to-four-years-imprisonment-for-20-million-health-care-fraud-scheme/
2887,2887,"Charlotte Medical Device And Equipment Manufacturer Agrees To Pay Over $780,000 To Resolve Allegations Of False Claims Act Violations",2022-08-26,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/charlotte-medical-device-and-equipment-manufacturer-agrees-to-pay-over-780000-to-resolve-allegations-of-false-claims-act-violations/
2888,2888,Illinois Doctor Indicted For Tax Crimes,2022-08-26,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/illinois-doctor-indicted-for-tax-crimes/
2889,2889,"Missouri Doctor Sentenced To Year In Prison For Healthcare Fraud, He And Wife Ordered To Repay $235,000",2022-08-25,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/missouri-doctor-sentenced-to-year-in-prison-for-healthcare-fraud-he-and-wife-ordered-to-repay-235000/
2893,2893,Essilor Agrees to Pay $16.4 Million to Resolve Alleged False Claims Act Liability for Paying Kickbacks,2022-08-23,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/essilor-agrees-to-pay-164-million-to-resolve-alleged-false-claims-act-liability-for-paying-kickbacks/
2897,2897,Kansas Brothers Indicted for $3.7 Million Healthcare Fraud Scheme,2022-08-19,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/kansas-brothers-indicted-for-37-million-healthcare-fraud-scheme/
2898,2898,Hospice Agrees To Pay Nearly $1M To Settle False Claims Liability,2022-08-19,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/hospice-agrees-to-pay-nearly-1m-to-settle-false-claims-liability/
2899,2899,Two Indicted For Exploiting Adult Day Care Patients In Medicare Fraud Scheme,2022-08-19,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/two-indicted-for-exploiting-adult-day-care-patients-in-medicare-fraud-scheme/
2902,2902,Ventura County’s Organized Health System and 3 Medical Providers Agree to Pay $70.7 Million to Settle False Claims Act Allegations,2022-08-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/ventura-countys-organized-health-system-and-3-medical-providers-agree-to-pay-707-million-to-settle-false-claims-act-allegations/
2903,2903,Former Mental Health and Community Residence Facility Director Accused of Financial Exploitation of a Vulnerable Adult and Elderly Person,2022-08-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-mental-health-and-community-residence-facility-director-accused-of-financial-exploitation-of-a-vulnerable-adult-and-elderly-person/
